OBJECTID,Date,Time,Location,City,Latitude,Longitude,Direction,Type,Lanes_Bloc,Involved,Tweet,Source
1847,2018-10-16 00:00:00,5:44 AM,EDSA AURORA,Quezon City,14.621564,121.050149,SB,STALLED BUS DUE TO ELECTRICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to electrical problem at EDSA Aurora after intersection SB as of 5:44 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052316016695435264
1848,2018-10-16 00:00:00,6:10 AM,MINDANAO CONGRESSIONAL,Quezon City,14.667918,121.033972,WB,VEHICULAR ACCIDENT,1,VAN AND TRUCK,MMDA ALERT: Vehicular accident at Mindanao Congressional WB involving van and truck as of 6:10 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052322686892879872
1849,2018-10-16 00:00:00,6:11 AM,EDSA FARMERS,Quezon City,14.619717,121.050978,NB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Farmers NB as of 6:11 AM.1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1052322929780740096
1850,2018-10-16 00:00:00,6:48 AM,EDSA MAGALLANES,Makati City,14.540271,121.016837,NB,VEHICULAR ACCIDENT,1,CAR AND MC,MMDA ALERT: Vehicular accident at EDSA Magallanes NB involving car and MC as of 6:48 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052332539573096448
1851,2018-10-16 00:00:00,6:42 AM,C5 19TH AVE.,Makati City,14.554073,121.061517,SB,VEHICULAR ACCIDENT,1,SUV AND CAR,MMDA ALERT: Vehicular accident at C5 19th Ave. SB involving SUV and car as of 6:42 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052333432544477184
1852,2018-10-16 00:00:00,7:15 AM,ELLIPTICAL ROAD VISAYAS AVE.,Quezon City,14.654185,121.047569,None,VEHICULAR ACCIDENT,1,None,MMDA ALERT: Vehicular accident at Elliptical Visayas involving PUJ and MC as of 7:15 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052339254854991872
1853,2018-10-16 00:00:00,7:23 AM,C5 BAGONG ILOG,Pasig City,14.564141,121.069619,SB,STALLED ELF TRUCK DUE TO MECHANICAL PROBLEM,1,ELF TRUCK,MMDA ALERT: Stalled elf truck due to mechanical problem at C5 Bagong Ilog SB as of 7:23 AM.1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1052340698467459073
1854,2018-10-16 00:00:00,7:30 AM,EDSA ARAYAT,Quezon City,14.619581,121.051019,SB,VEHICULAR ACCIDENT,1,2 BUSES,MMDA ALERT: Vehicular accident at EDSA Arayat SB involving 2 buses as of 7:30 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052343193545650176
1855,2018-10-16 00:00:00,7:39 AM,C5 LANUZA,Pasig City,14.577625,121.073462,None,VEHICULAR ACCIDENT,1,UV AND MC,MMDA ALERT: Vehicular accident at C5 Lanuza intersection involving UV and MC as of 7:39 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052345098510508032
1856,2018-10-17 00:00:00,8:02 AM,AURORA KATIPUNAN,Quezon City,14.631692,121.074217,WB,VEHICULAR ACCIDENT,1,PUJ AND UV EXPRESS,MMDA ALERT: Vehicular accident at Aurora Katipunan WB involving PUJ and UV express as of 8:02 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052351687296466945
1857,2018-10-17 00:00:00,8:40 AM,EDSA MAGALLANES,Makati City,14.540271,121.016837,SB,VEHICULAR ACCIDENT,1,MC,MMDA ALERT: Vehicular accident at EDSA Magallanes SB involving MC as of 8:40 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052361537535397888
1858,2018-10-17 00:00:00,8:41 AM,KATIPUNAN ATENEO,Quezon City,14.638481,121.07454,NB,STALLED PUJ DUE TO MECHANICAL PROBLEM,1,PUJ,MMDA ALERT: Stalled PUJ due to mechanical problem at Katipunan Ateneo NB as of 8:41 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052361970425327616
1859,2018-10-17 00:00:00,8:42 AM,EDSA MAGALLANES,Makati City,14.540271,121.016837,NB,VEHICULAR ACCIDENT,1,CAR AND SUV,MMDA ALERT: Vehicular accident at EDSA Magallanes NB involving car and SUV as of 8:42 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052363635031457792
1860,2018-10-17 00:00:00,8:45 AM,EDSA KAINGIN,Quezon City,14.657521,121.010937,NB,ONGOING LANDERS SALE,None,None,MMDA ALERT: Ongoing Landers Sale at EDSA Kaingin NB as of 8:45 AM. Expect moderate to slow moving on this area. Take alternate route. #mmda,https://twitter.com/mmda/status/1052365989294288896
1861,2018-10-17 00:00:00,9:19 AM,EDSA QUEZON AVE. FLYOVER,Mandaluyong,14.582431,121.054467,NB,ONGOING DPWH ROAD PATCHING,1,None,MMDA ALERT: Ongoing DPWH road patching at EDSA Quezon Ave. F/O NB as of 9:19 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052368847368421376
1862,2018-10-17 00:00:00,9:19 AM,EDSA QMART,Quezon City,14.627833,121.047229,SB,ONGOING DPWH ROAD PATCHING,1,None,MMDA ALERT: Ongoing DPWH road patching at EDSA Qmart SB as of 9:19 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052375054044946433
1863,2018-10-17 00:00:00,9:50 AM,EDSA P. TUAZON,Quezon City,14.616404,121.052548,SB,VEHICULAR ACCIDENT,1,TAXI AND VAN,MMDA ALERT: Vehicular accident at EDSA P. Tuazon SB involving taxi and van as of 9:50 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052379569217388544
1864,2018-10-17 00:00:00,9:57 AM,MMDA ALERT: Rallyist at Elliptical Dept. of Agriculture more or less 60 pax as of 9:57 AM. 1 lane occupied. PNP on site. #mmda,Quezon City,14.65424,121.049788,None,RALLYIST,1,60 PAX,MMDA ALERT: Rallyist at Elliptical Dept. of Agriculture more or less 60 pax as of 9:57 AM. 1 lane occupied. PNP on site. #mmda,https://twitter.com/mmda/status/1052381330997108737
1865,2018-10-17 00:00:00,10:20 AM,EDSA SM NORTH,Quezon City,14.662621,121.0664,NB,VEHICULAR ACCIDENT,1,UV EXPRESS AND MC,MMDA ALERT: Vehicular accident at EDSA SM North NB involving UV express and MC as of 10:20 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052385434871816192
1866,2018-10-17 00:00:00,10:25 AM,EDSA GUADALUPE SAN CARLOS,Makati City,14.563882,121.044545,SB,VEHICULAR ACCIDENT,1,2 BUSES,MMDA ALERT: Vehicular accident at EDSA Guadalupe San Carlos SB involving 2 buses as of 10:25 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052386519527243777
1867,2018-10-17 00:00:00,10:36 AM,C5 CALLE INDUSTRIA,Quezon City,14.605472,121.079122,NB,VEHICULAR ACCIDENT,1,VAN AND CAR,MMDA ALERT: Vehicular accident at C5 Calle Industria NB involving van and car as of 10:36 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052391126051696641
1868,2018-10-17 00:00:00,10:54 AM,C5 IPI,Pasig City,14.58997,121.081222,NB,SELF ACCIDENT,1,MC,MMDA ALERT: Self accident at C5 IPI NB involving MC as of 10:54 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052394239609298944
1869,2018-10-17 00:00:00,11:01 AM,ORTIGAS LASALLE,Mandaluyong,14.595455,121.055378,WB,VEHICULAR ACCIDENT,1,SUV AND CAR,MMDA ALERT: Vehicular accident at Ortigas Lasalle WB involving SUV and car as of 11:01 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052395339913646081
1870,2018-10-17 00:00:00,11:13 AM,C5 KATIPUNAN AVE.,Quezon City,14.630056,121.074079,NB,STALLED VAN DUE TO MECHANICAL PROBLEM,1,VAN,MMDA ALERT: Stalled van due to mechanical problem at C5 Katipunan Ave. NB as of 11:13 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052401947372740608
1871,2018-10-17 00:00:00,11:20 AM,EDSA NORTH AVE.,Quezon City,14.655615,121.029875,NB,VEHICULAR ACCIDENT,1,2 BUSES,MMDA ALERT: Vehicular accident at EDSA North Ave. NB involving 2 buses as of 11:20 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052402389125423104
1872,2018-10-17 00:00:00,11:50 AM,EDSA SANTOLAN,Quezon City,14.609768,121.055583,EB,VEHICULAR ACCIDENT,1,2 TAXI,MMDA ALERT: Vehicular accident at EDSA Santolan EB involving 2 taxi as of 11:50 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052411588215484418
1873,2018-10-17 00:00:00,12:13 PM,EDSA KAMUNING FLYOVER,Quezon City,14.630779,121.045964,SB,VEHICULAR ACCIDENT,1,2 CAR'S,MMDA ALERT: Vehicular accident at EDSA Kamuning F/O SB involving 2 car's as of 12:13 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052413308853207042
1874,2018-10-17 00:00:00,12:58 PM,C5 KALAYAAN,Makati City,14.556079,121.062936,NB,VEHICULAR ACCIDENT,1,CAR AND ELF TRUCK,MMDA ALERT: Vehicular accident at C5 Kalayaan NB involving car and elf truck as of 12:58 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052425736299180032
1875,2018-10-17 00:00:00,1:09 PM,ELLIPTICAL ROAD DAR,Quezon City,14.65424,121.049788,None,VEHICULAR ACCIDENT,1,None,MMDA ALERT: Vehicular accident at Elliptical DAR involving van and pedestrian as of 1:09 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052428343340097537
1876,2018-10-17 00:00:00,1:56 PM,EDSA TRANI FLYOVER,None,None,None,SB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1,TRUCK,MMDA ALERT: Stalled truck due to mechanical problem at EDSA Trani flyover SB as of 1:56 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1052445078306914306
1877,2018-10-17 00:00:00,2:52 PM,EDSA SHAW TUNNEL,Mandaluyong,14.581153,121.053565,NB,MULTIPLE COLLISION,2,"SUV, TAXI AND CAR","MMDA ALERT: Multiple Collision at EDSA Shaw tunnel NB involving SUV, taxi and car as of 2:52 PM. 2 lanes occupied,… https://t.co/8bW6rGr0Kv",https://twitter.com/mmda/status/1052454867145551872
1878,2018-10-17 00:00:00,2:50 PM,C5 KATIPUNAN AVE.,Quezon City,14.630056,121.074079,SB,VEHICULAR ACCIDENT,None,ELF TRUCK AND CAR,"MMDA ALERT: Vehicular accident at C5 Katipunan Ave. SB involving Elf truck and car as of 2:50 PM. 1lane occupied, M… https://t.co/bXklg1LhV9",https://twitter.com/mmda/status/1052455586049257473
1879,2018-10-17 00:00:00,3:10 PM,"EDSA, HIGHWAY 54.",Mandaluyong,14.584119,121.055076,SB,VEHICULAR ACCIDENT,2,SUV AND CAR,"MMDA ALERT: Vehicular accident at EDSA, Highway 54. SB involving SUV and car as of 3:10 PM. 2 lanes occupied, MMDA enforcer on site. #mmda",https://twitter.com/mmda/status/1052459789085683712
1880,2018-10-17 00:00:00,3:42 PM,ROXAL BLVD. P. OCAMPO,Pasay City,14.559644,120.98711,WB,ONGOING ROAD REPAIR OF DPWH,1,None,MMDA ALERT: Ongoing Road repair of DPWH at Roxal Blvd. P. Ocampo WB as of 3:42 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052470936702615553
1881,2018-10-17 00:00:00,4:18 PM,KATIPUNAN AURORA BLVD.,Quezon City,14.631692,121.074217,SB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1,TRUCK,MMDA ALERT: Stalled truck due to mechanical problem at Katipunan Aurora Blvd. SB as of 4:18 PM. 1 lane occupied. MM… https://t.co/tt8J3bMwgf,https://twitter.com/mmda/status/1052479249825681409
1882,2018-10-17 00:00:00,4:43 PM,EDSA SHAW BLVD.,Mandaluyong,14.581153,121.053565,NB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at EDSA Shaw Blvd. NB involving 2 cars as of 4:43 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1052481854085902336
1883,2018-10-17 00:00:00,4:53 PM,EDSA MRT ORTIGAS,Quezon City,14.593155,121.058494,NB,STALLED SUV DUE TO EMPTY FUEL,1,SUV,MMDA ALERT: Stalled SUV due to empty fuel at EDSA MRT Ortigas NB as of 4:53 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1052485638501482496
1884,2018-10-17 00:00:00,5:27 PM,COMMONWEALTH TANDANG SORA,Quezon City,14.66371,121.068008,EB,VEHICULAR ACCIDENT,1,MOTORCYCLE AND PUJ,MMDA ALERT: Vehicular accident at Commonwealth Tandang Sora EB involving motorcycle and PUJ as of 5:27 PM. 1 lane o… https://t.co/xGrFxn6sQb,https://twitter.com/mmda/status/1052494787088015360
1885,2018-10-17 00:00:00,5:28 PM,ROXAS BLVD. REDEMPTORIST,Parañaque,14.531603,120.993086,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled Bus due to mechanical problem at Roxas Blvd. Redemptorist SB as of 5:28 PM. 1 lane occupied. MM… https://t.co/KMX8GqhyIG,https://twitter.com/mmda/status/1052495242417463297
1886,2018-10-17 00:00:00,6:38 PM,EDSA BALINTAWAK FOOTBRIDGE,Quezon City,14.657414,121.003896,NB,STALLED PUJ DUE TO FLAT TIRE,1,PUJ,MMDA ALERT: Stalled PUJ due to flat tire at EDSA Balintawak Footbridge NB as of 6:38 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052512743255756800
1887,2018-10-17 00:00:00,6:37 PM,C5 LANUZA CALTEX,Pasig City,14.571539,121.071409,NB,VEHICULAR ACCIDENT,1,SUV AND MOTORCYCLE,MMDA ALERT: Vehicular accident at C5 Lanuza fronting Caltex NB involving SUV and motorcycle as of 6:37 PM. 1 lane o… https://t.co/XeSSqSNhTA,https://twitter.com/mmda/status/1052514448869453824
1888,2018-10-17 00:00:00,6:54 PM,COMMONWEALTH TANDANG SORA,Quezon City,14.66371,121.068008,EB,VEHICULAR ACCIDENT,1,TAXI AND MOTORCYCLE,MMDA ALERT: Vehicular accident at Commonwealth Tandang Sora EB involving taxi and motorcycle as of 6:54 PM. 1 lane… https://t.co/38G7LxSGGQ,https://twitter.com/mmda/status/1052519561658953735
1889,2018-10-17 00:00:00,7:17 PM,MARCOS HIGHWAY SM MARIKINA,Marikina,14.62556,121.083134,EB,STALLED SUV DUE TO MECHANICAL PROBLEM,1,SUV,MMDA ALERT: Stalled SUV due to mechanical problem at Marcos Highway SM Marikina EB as of 7:17 PM. 1 lane occupied.… https://t.co/cZF2eIVr2E,https://twitter.com/mmda/status/1052523516195528704
1890,2018-10-17 00:00:00,7:32 PM,EDSA GUADALUPE PETPLANS,Makati City,14.566348,121.045356,SB,VEHICULAR ACCIDENT,1,BUS AND CAR,MMDA ALERT: Vehicular accident at EDSA Guadalupe fronting Petplans SB involving bus and car as of 7:32 PM. 1 lane o… https://t.co/F9vuzdA1rK,https://twitter.com/mmda/status/1052526439638028289
1891,2018-10-17 00:00:00,7:35 PM,C5 EASTWOOD,Quezon City,14.60728,121.078528,SB, VEHICULAR ACCIDENT,1,VAN AND PUJ,MMDA ALERT:  Vehicular accident at C5 Eastwood SB involving van and PUJ as of 7:35 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1052527208386809858
1892,2018-10-17 00:00:00,7:41 PM,MINDANAO AVE. TANDANG SORA,Quezon City,14.677102,121.03219,NB,VEHICULAR ACCIDENT,None,UV EXPRESS AND TRUCK,MMDA ALERT: Vehicular accident at Mindanao Avenue Tandang Sora NB involving Uv Express and truck as of 7:41 PM. 1 l… https://t.co/zPGSMGbp3x,https://twitter.com/mmda/status/1052528530985119745
1893,2018-10-17 00:00:00,8:11 PM,EDSA GUADALUPE,Makati City,14.566348,121.045356,NB,VEHICULAR ACCIDENT,1,BUS AND AUV,MMDA ALERT: Vehicular accident at EDSA Guadalupe NB involving bus and AUV as of 8:11 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1052536737577091072
1894,2018-10-17 00:00:00,8:35 PM,EDSA BONI LIGHTMALL,Mandaluyong,14.574218,121.048514,NB,STALLED CAR DUE TO MECHANICAL PROBLEM,1,CAR,MMDA ALERT: Stalled car due to mechanical problem at EDSA Boni Lightmall NB as of 8:35 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1052541249352159232
1895,2018-10-17 00:00:00,9:03 PM,EDSA MUÑOZ,Quezon City,14.657668,121.017212,NB,VEHICULAR ACCIDENT,1,BUS AND TAXI,MMDA ALERT: Vehicular accident at EDSA  Muñoz NB involving bus and taxi as of 9:03 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1052548500863377409
1896,2018-10-17 00:00:00,9:21 PM,EDSA SANTOLAN FLYOVER,Quezon City,14.609768,121.055583,NB,VEHICULAR ACCIDENT,1,PICKUP AND CAR,MMDA ALERT: Vehicular accident at EDSA  Santolan before flyover NB involving pickup and car as of 9:21 PM. 1 lane o… https://t.co/iYDVqCAA2b,https://twitter.com/mmda/status/1052552391961133056
1897,2018-10-17 00:00:00,10:24 PM,EDSA GUADIX,Mandaluyong,14.589432,121.057243,NB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at EDSA Guadix NB involving 2 cars as of 10:24 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052567172889829376
1898,2018-10-17 00:00:00,10:30 PM,MARCOS HIGHWAY ROBINSONS,Pasig City,14.620286,121.099874,EB,STALLED TRUCK DUE TO FLAT TIRE,1,TRUCK,MMDA ALERT: Stalled truck due to flat tire at Marcos Hi-way Robinsons EB as of 10:30 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052569225301114891
1899,2018-10-17 00:00:00,10:28 PM,MACAPAGAL CITY OF DREAMS,Parañaque,14.523939,120.990377,None,STALLED DUMP TRUCK DUE TO MECHANICAL PROBLEM,1,DUMP TRUCK,MMDA ALERT: Stalled dump truck due to mechanical problem at Macapagal City of Dreams as of 10:28 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052574257371275265
1900,2018-10-17 00:00:00,11:59 PM,SPLIT SLEX EDSA,Makati City,14.540236,121.016849,None,VEHICULAR ACCIDENT,None,CONTAINER VAN AND CLOSED VAN,MMDA ALERT: Vehicular accident at split SLEX going EDSA involving container van and closed van as of 11:59 PM. 1 la… https://t.co/t32Wijg79Y,https://twitter.com/mmda/status/1052594519139438592
1901,2018-10-17 00:00:00,12:48 AM,EDSA ORTIGAS,Mandaluyong,14.586681,121.056314,NB,VEHICULAR ACCIDENT,1,VAN AND CAR,MMDA ALERT: Vehicular accident at EDSA Ortigas after intersection NB involving van and car as of 12:48 AM. 1 lane o… https://t.co/HNOQ1keoSV,https://twitter.com/mmda/status/1052603823837990912
1902,2018-10-17 00:00:00,1:25 AM,EDSA TIMOG,Quezon City,14.63291,121.044944,NB,STALLED DUMP TRUCK DUE TO MECHANICAL PROBLEM,1,DUMP TRUCK,MMDA ALERT: Stalled dump truck due to mechanical problem at EDSA Timog NB as of 1:25 Am. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052614106149048320
1903,2018-10-17 00:00:00,4:15 AM,EDSA Q. MART,Quezon City,14.627833,121.047229,NB,VEHICULAR ACCIDENT,1,CAR AND CLOSED VAN,MMDA ALERT: Vehicular accident at EDSA Q. Mart NB involving car and closed van as of 4:15 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052665555797168128
1904,2018-10-17 00:00:00,5:11 AM,EDSA GUADALUPE,Makati City,14.566348,121.045356,NB,VEHICULAR ACCIDENT,1,MC,MMDA ALERT: Vehicular accident at EDSA Guadalupe NB involving MC as of 5:11 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052670756616732672
1905,2018-10-17 00:00:00,5:28 AM,EDSA SM NORTH ICON HOTEL,Quezon City,14.654684,121.030705,SB,MULTIPLE COLLISION,None,SUV AND 2 VANS,MMDA ALERT: Multiple collision at EDSA SM North SB infront of Icon Hotel involving SUV and 2 vans as of 5:28 AM. 2… https://t.co/SuAmqlPQCO,https://twitter.com/mmda/status/1052677376511860736
1906,2018-10-17 00:00:00,5:52 AM,NORTH AVE. TRINOMA,Quezon City,14.654954,121.033108,EB,VEHICULAR ACCIDENT,1,TAXI AND CAR,MMDA ALERT: Vehicular accident at North Ave. Trinoma EB involving taxi and car as of 5:52 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052680356527202306
1907,2018-10-17 00:00:00,6:23 AM,EDSA AYALA,Makati City,14.550028,121.029058,None,VEHICULAR ACCIDENT,1,VAN AND CAR,MMDA ALERT: Vehicular accident at EDSA Ayala involving van and car as of 6:23 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052689457667747841
1908,2018-10-17 00:00:00,6:45 AM,EDSA SHAW TUNNEL,Mandaluyong,14.581153,121.053565,SB,STALLED TAXI DUE TO MECHANICAL PROBLEM,1,TAXI,MMDA ALERT: Stalled taxi due to mechanical problem at EDSA Shaw tunnel SB as of 6:45 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052694681924956160
1909,2018-10-17 00:00:00,6:53 AM,QUIRINO SANGANDAAN,Quezon City,14.678785,121.017846,WB,VEHICULAR ACCIDENT,1,MC AND CAR,MMDA ALERT: Vehicular accident at Quirino Sangandaan WB involving MC and car as of 6:53 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052697867255603200
1910,2018-10-17 00:00:00,7:00 AM,EDSA RELIANCE,Mandaluyong,14.576702,121.050365,SB,VEHICULAR ACCIDENT,1,BUS AND MC,MMDA ALERT: Vehicular accident at EDSA Reliance SB involving bus and MC as of 7:00 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052698103822737408
1911,2018-10-17 00:00:00,7:03 AM,MINDANAO SAUYO UTS,Quezon City,14.685209,121.031874,SB,MULTIPLE COLLISION,2,"2MC, TRUCK AND CAR","MMDA ALERT: Multiple Collision at Mindanao Sauyo UTS SB involving 2MC, truck and car as of 7:03 AM. 2 lanes occupied. MMDA on site. #mmda",https://twitter.com/mmda/status/1052699396670799872
1912,2018-10-17 00:00:00,7:17 AM,MRT ORTIGAS,Mandaluyong,14.586681,121.056314,NB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at MRT Ortigas NB involving 2 cars as of 7:17 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052703198878654466
1913,2018-10-17 00:00:00,7:25 AM,C5 J. VARGAS,Pasig City,14.582666,121.076892,SB,VEHICULAR ACCIDENT,1,VAN AND AUV,MMDA ALERT: Vehicular accident at C5 before J. Vargas SB involving van and AUV as of 7:25 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052703500713357312
1914,2018-10-17 00:00:00,7:27 AM,EDSA WHITE PLAINS,Quezon City,14.599652,121.05969,NB,VEHICULAR ACCIDENT,1,CAR AND AUV,MMDA ALERT: Vehicular accident at EDSA White Plains NB involving car and AUV as of 7:27 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1052704724246392832
